account_angaza_id,effective_date,angaza_id,amount_towards_follow_on
AC8653729,2023-09-23,US058887,900
AC8676288,2023-09-23,US119562,200
AC8677066,2023-09-23,US127649,1250
AC8642014,2023-09-23,US075607,20
AC8665506,2023-09-23,US054337,20
AC8678130,2023-09-23,US005427,900
AC8688069,2023-09-23,US085138,20
AC8691928,2023-09-23,US005427,6200
AC8683924,2023-09-23,US151612,20
AC8654752,2023-09-23,US111979,100
AC8649371,2023-09-23,US009411,20
AC8640525,2023-09-23,US111194,20
AC8663422,2023-09-23,US174334,40
AC8679308,2023-09-23,US063242,40
AC8676032,2023-09-23,US151612,20
AC8681289,2023-09-23,US093912,1800
AC8646429,2023-09-23,US098587,60
AC8637990,2023-09-23,US085138,50
AC8638445,2023-09-23,US069462,20
AC8686410,2023-09-23,US114608,2500
AC8636760,2023-09-23,US110563,3500
AC8686732,2023-09-23,US123329,6900
AC8673347,2023-09-23,US075857,20
AC8681384,2023-09-23,US133027,23
AC8667678,2023-09-23,US056413,200
AC8638131,2023-09-23,US151873,100
AC8663390,2023-09-23,US100593,20
AC8667863,2023-09-23,US119659,20
AC8648307,2023-09-23,US008494,60
AC8681065,2023-09-23,US138802,40
AC8636449,2023-09-23,US133027,20
AC8665103,2023-09-23,US119334,3000
AC8657243,2023-09-23,US154298,100
AC8668138,2023-09-23,US163666,500
AC8681843,2023-09-22,US133027,280
AC8663422,2023-09-22,US174334,20
AC8637543,2023-09-22,US163021,20
AC8635614,2023-09-22,US046584,60
AC8635839,2023-09-22,US160435,2500
AC8666463,2023-09-22,US050200,100
AC8669163,2023-09-22,US121788,20
AC8688069,2023-09-22,US085138,20
AC8678388,2023-09-22,US136238,2500
AC8656368,2023-09-22,US119659,20
AC8657310,2023-09-22,US177412,20
AC8676586,2023-09-22,US125174,20
AC8685829,2023-09-22,US125998,20
AC8655595,2023-09-22,US098371,1200
AC8677149,2023-09-22,US130532,20
AC8637990,2023-09-22,US085138,20
AC8671127,2023-09-22,US119711,1200
AC8666711,2023-09-22,US008494,100
AC8637327,2023-09-22,US068212,100
AC8656915,2023-09-22,US132410,20
AC8661230,2023-09-22,US117471,40
AC8639997,2023-09-22,US125998,20
AC8676523,2023-09-22,US022940,60
AC8648627,2023-09-22,US124811,30
AC8659829,2023-09-22,US098835,40
AC8655664,2023-09-22,US162746,5400
AC8673263,2023-09-22,US063002,40
AC8654760,2023-09-22,US117833,40
AC8672018,2023-09-22,US008494,40
AC8637934,2023-09-22,US098835,20
AC8675697,2023-09-22,US163184,3600
AC8651773,2023-09-22,US111194,20
AC8648365,2023-09-22,US008494,200
AC8688778,2023-09-22,US174560,800
AC8669889,2023-09-22,US075607,20
AC8667531,2023-09-22,US098835,100
AC8644317,2023-09-22,US119562,475
AC8692489,2023-09-22,US147441,1200
AC8678130,2023-09-22,US005427,900
AC8689127,2023-09-22,US130532,20
AC8676894,2023-09-22,US080986,900
AC8667508,2023-09-22,US079445,200
AC8635106,2023-09-22,US063002,20
AC8689321,2023-09-22,US151873,20
AC8689928,2023-09-22,US162356,1250
AC8658942,2023-09-22,US045481,2700
AC8664498,2023-09-22,US000523,20
AC8638697,2023-09-22,US063002,20
AC8691046,2023-09-22,US056135,60
AC8679067,2023-09-22,US170399,900
AC8682720,2023-09-22,US174334,60
AC8670317,2023-09-22,US174334,40
AC8654308,2023-09-22,US062428,1500
AC8646004,2023-09-22,US174527,50
AC8651892,2023-09-22,US162437,10000
AC8686625,2023-09-22,US160409,15
AC8639180,2023-09-22,US063207,1250
AC8655310,2023-09-22,US130532,40
AC8679637,2023-09-22,US109934,25
AC8677907,2023-09-22,US134422,100
AC8674960,2023-09-22,US111979,50
AC8692669,2023-09-22,US019436,140
AC8661126,2023-09-22,US134272,100
AC8650787,2023-09-22,US080182,105
AC8646304,2023-09-22,US127099,1500
AC8650326,2023-09-22,US074534,20
AC8686969,2023-09-22,US160409,40
AC8689398,2023-09-22,US018486,20
AC8650579,2023-09-22,US148889,80
AC8663278,2023-09-22,US125680,20
AC8646786,2023-09-22,US163012,20
AC8650305,2023-09-22,US018486,140
AC8683345,2023-09-22,US122746,20
AC8675938,2023-09-22,US079445,20
AC8661410,2023-09-22,US098587,20
AC8653729,2023-09-22,US058887,900
AC8686502,2023-09-22,US098371,900
AC8683474,2023-09-22,US023924,100
AC8685997,2023-09-22,US111211,40
AC8657905,2023-09-22,US109934,20
AC8644973,2023-09-22,US117835,20
AC8681326,2023-09-22,US111979,20
AC8648182,2023-09-22,US063002,20
AC8643842,2023-09-22,US151612,24
AC8671065,2023-09-22,US079373,1250
AC8689255,2023-09-22,US124678,20
AC8660321,2023-09-22,US100627,40
AC8677296,2023-09-22,US117457,20
AC8684805,2023-09-22,US148018,1250
AC8677178,2023-09-22,US008496,100
AC8634917,2023-09-22,US148889,20
AC8661565,2023-09-22,US039767,20
AC8685712,2023-09-22,US083717,200
AC8645166,2023-09-22,US160409,20
AC8676403,2023-09-22,US038024,2450
AC8679066,2023-09-22,US018486,50
AC8677985,2023-09-22,US119707,4600
AC8661281,2023-09-22,US153868,1250
AC8651933,2023-09-22,US174782,1250
AC8680809,2023-09-22,US063002,40
AC8680480,2023-09-22,US134422,20
AC8664420,2023-09-22,US117916,1200
AC8637478,2023-09-22,US054337,40
AC8650575,2023-09-22,US125680,100
AC8646974,2023-09-22,US123572,20
AC8671445,2023-09-22,US097752,80
AC8666717,2023-09-22,US056321,20
AC8679653,2023-09-22,US100593,20
AC8659031,2023-09-22,US009411,100
AC8664507,2023-09-22,US136749,10800
AC8634788,2023-09-22,US174334,20
AC8653747,2023-09-22,US017129,120
AC8656463,2023-09-22,US122746,30
AC8684305,2023-09-22,US037823,9800
AC8676785,2023-09-22,US119938,1250
AC8683842,2023-09-22,US160125,2500
AC8690754,2023-09-22,US162091,3000
AC8688417,2023-09-22,US110976,2000
AC8665800,2023-09-22,US008494,20
AC8683139,2023-09-22,US041680,20
AC8642924,2023-09-22,US049631,20
AC8663720,2023-09-22,US100627,40
AC8692464,2023-09-22,US079445,20
AC8644062,2023-09-22,US109462,2500
AC8661510,2023-09-22,US134595,2500
AC8654603,2023-09-22,US133027,20
AC8683448,2023-09-22,US119938,5000
AC8688571,2023-09-22,US041371,49
AC8659839,2023-09-22,US063473,20
AC8671482,2023-09-22,US056690,4900
AC8652115,2023-09-22,US154753,50
AC8683124,2023-09-22,US063207,1250
AC8661932,2023-09-22,US134593,900
AC8639746,2023-09-22,US068212,475
AC8674755,2023-09-22,US000523,90
AC8667863,2023-09-22,US119659,20
AC8640941,2023-09-22,US100593,20
AC8653109,2023-09-22,US098835,20
AC8668453,2023-09-22,US136218,1200
AC8676032,2023-09-22,US151612,20
AC8648538,2023-09-22,US128185,40
AC8644236,2023-09-22,US009411,500
AC8664473,2023-09-22,US062428,1500
AC8674033,2023-09-22,US174630,1250
AC8661544,2023-09-22,US041371,40
AC8643430,2023-09-22,US130181,2400
AC8647630,2023-09-22,US016694,20
AC8644797,2023-09-22,US098587,25
AC8670562,2023-09-22,US077003,20
AC8686209,2023-09-22,US174527,12
AC8644004,2023-09-22,US056413,150
AC8671972,2023-09-22,US118104,2500
AC8674263,2023-09-22,US137366,1200
AC8642850,2023-09-22,US077003,20
AC8649619,2023-09-22,US174334,60
AC8667481,2023-09-22,US156750,1250
AC8684942,2023-09-22,US123798,1250
AC8676020,2023-09-22,US063473,20
AC8655197,2023-09-22,US084416,3000
AC8691408,2023-09-22,US155190,5700
AC8642014,2023-09-22,US075607,20
AC8683434,2023-09-22,US071312,8100
AC8683716,2023-09-22,US063983,180
AC8642973,2023-09-22,US119808,2500
AC8667678,2023-09-22,US056413,50
AC8690423,2023-09-22,US134593,1800
AC8649371,2023-09-22,US009411,20
AC8672302,2023-09-22,US155263,35
AC8670416,2023-09-22,US163077,15000
AC8658242,2023-09-22,US098371,8000
AC8673488,2023-09-22,US154753,20
AC8655981,2023-09-22,US137602,150
AC8638131,2023-09-22,US151873,20
AC8637988,2023-09-22,US130532,40
AC8683919,2023-09-22,US038024,3600
AC8689038,2023-09-22,US040808,1250
AC8677891,2023-09-22,US100627,100
AC8655082,2023-09-22,US156695,100
AC8638445,2023-09-22,US069462,20
AC8664853,2023-09-22,US133003,40
AC8681289,2023-09-22,US093912,900
AC8688052,2023-09-22,US100699,15000
AC8669568,2023-09-22,US114262,1200
AC8665129,2023-09-22,US174527,50
AC8676288,2023-09-22,US119562,120
AC8640659,2023-09-22,US094912,1000
AC8660600,2023-09-22,US121003,1200
AC8644221,2023-09-22,US098371,1500
AC8672208,2023-09-22,US133027,20
AC8652017,2023-09-22,US123304,20
AC8679371,2023-09-22,US155203,1400
AC8688452,2023-09-22,US056321,20
AC8640470,2023-09-22,US137118,2000
AC8650769,2023-09-22,US011278,105
AC8689442,2023-09-22,US178050,50
AC8661335,2023-09-22,US162437,5000
AC8672508,2023-09-22,US101368,5400
AC8648326,2023-09-22,US132871,1250
AC8688426,2023-09-22,US146195,100
AC8644380,2023-09-22,US063983,30
AC8665325,2023-09-22,US124811,20
AC8666903,2023-09-22,US156634,1250
AC8642123,2023-09-22,US081905,10500
AC8677687,2023-09-22,US056321,20
AC8680696,2023-09-21,US100593,30
AC8665301,2023-09-21,US101477,51
AC8653747,2023-09-21,US017129,120
AC8652971,2023-09-21,US130014,1250
AC8686836,2023-09-21,US018486,40
AC8676440,2023-09-21,US134595,2000
AC8638807,2023-09-21,US044260,3400
AC8693376,2023-09-21,US163012,100
AC8677149,2023-09-21,US130532,20
AC8681435,2023-09-21,US037823,9800
AC8673828,2023-09-21,US134595,1800
AC8678898,2023-09-21,US110563,10500
AC8670317,2023-09-21,US174334,40
AC8678130,2023-09-21,US005427,800
AC8668305,2023-09-21,US175847,3900
AC8654308,2023-09-21,US062428,1500
AC8675127,2023-09-21,US098446,15000
AC8690091,2023-09-21,US067418,40
AC8644973,2023-09-21,US117835,20
AC8682285,2023-09-21,US135281,40
AC8648538,2023-09-21,US128185,20
AC8642270,2023-09-21,US078156,35
AC8636846,2023-09-21,US111194,150
AC8679328,2023-09-21,US063242,35
AC8668589,2023-09-21,US050935,50
AC8672802,2023-09-21,US123572,20
AC8640941,2023-09-21,US100593,20
AC8669068,2023-09-21,US119209,3000
AC8683474,2023-09-21,US023924,40
AC8661410,2023-09-21,US098587,20
AC8676032,2023-09-21,US151612,20
AC8638194,2023-09-21,US107722,1250
AC8673263,2023-09-21,US063002,35
AC8650682,2023-09-21,US053815,475
AC8679425,2023-09-21,US063002,40
AC8641315,2023-09-21,US124811,100
AC8676068,2023-09-21,US159751,1500
AC8679066,2023-09-21,US018486,20
AC8683345,2023-09-21,US122746,20
AC8644759,2023-09-21,US117457,100
AC8646504,2023-09-21,US173828,1250
AC8657310,2023-09-21,US177412,20
AC8637543,2023-09-21,US163021,20
AC8663089,2023-09-21,US130181,2450
AC8664586,2023-09-21,US017129,100
AC8678557,2023-09-21,US111947,60
AC8647515,2023-09-21,US177164,1250
AC8664498,2023-09-21,US000523,50
AC8653729,2023-09-21,US058887,900
AC8665463,2023-09-21,US172112,1250
AC8638168,2023-09-21,US060503,100
AC8639564,2023-09-21,US134595,1950
AC8677891,2023-09-21,US100627,100
AC8662075,2023-09-21,US168296,1500
AC8675209,2023-09-21,US050935,40
AC8668806,2023-09-21,US068965,100
AC8636081,2023-09-21,US137602,500
AC8637327,2023-09-21,US068212,100
AC8644633,2023-09-21,US122746,100
AC8679637,2023-09-21,US109934,50
AC8676894,2023-09-21,US080986,900
AC8643087,2023-09-21,US123555,3000
AC8670560,2023-09-21,US082170,1000
AC8675945,2023-09-21,US127979,3000
AC8634917,2023-09-21,US148889,20
AC8639413,2023-09-21,US133913,5400
AC8658242,2023-09-21,US098371,2000
AC8667923,2023-09-21,US056272,2350
AC8688611,2023-09-21,US112247,2700
AC8691012,2023-09-21,US170399,1800
AC8681289,2023-09-21,US093912,900
AC8643950,2023-09-21,US083717,500
AC8690445,2023-09-21,US151612,20
AC8666764,2023-09-21,US075607,60
AC8674100,2023-09-21,US063473,120
AC8658631,2023-09-21,US151873,60
AC8635196,2023-09-21,US131895,3000
AC8670952,2023-09-21,US111194,40
AC8677687,2023-09-21,US056321,40
AC8692509,2023-09-21,US011278,20
AC8686808,2023-09-21,US121833,3000
AC8686123,2023-09-21,US159862,1500
AC8634900,2023-09-21,US078092,60
AC8679653,2023-09-21,US100593,20
AC8653526,2023-09-21,US154443,1200
AC8674755,2023-09-21,US000523,90
AC8676403,2023-09-21,US038024,2450
AC8645355,2023-09-21,US075607,30
AC8681065,2023-09-21,US138802,20
AC8681380,2023-09-21,US109241,5000
AC8638846,2023-09-21,US111194,60
AC8688778,2023-09-21,US174560,900
AC8666049,2023-09-21,US117827,100
AC8688426,2023-09-21,US146195,100
AC8679308,2023-09-21,US063242,30
AC8665325,2023-09-21,US124811,20
AC8674161,2023-09-21,US174334,20
AC8649292,2023-09-21,US085871,3000
AC8647847,2023-09-21,US078581,20
AC8676582,2023-09-21,US102532,1800
AC8693531,2023-09-21,US063002,40
AC8691183,2023-09-21,US170399,2000
AC8637433,2023-09-21,US056690,900
AC8681326,2023-09-21,US111979,20
AC8664960,2023-09-21,US083717,120
AC8650326,2023-09-21,US074534,20
AC8672784,2023-09-21,US008494,50
AC8647982,2023-09-21,US085138,100
AC8658038,2023-09-21,US111228,40
AC8637934,2023-09-21,US098835,20
AC8661565,2023-09-21,US039767,20
AC8679067,2023-09-21,US170399,900
AC8647955,2023-09-21,US164053,3500
AC8693264,2023-09-21,US176780,2700
AC8675834,2023-09-21,US151612,75
AC8640096,2023-09-21,US058887,1100
AC8691442,2023-09-21,US174334,60
AC8650699,2023-09-21,US089860,1250
AC8652775,2023-09-21,US154443,1250
AC8645989,2023-09-21,US083009,1250
AC8676421,2023-09-21,US149448,1200
AC8691901,2023-09-21,US174527,15
AC8666027,2023-09-21,US136218,1200
AC8641385,2023-09-21,US083717,100
AC8685507,2023-09-21,US126295,1500
AC8646743,2023-09-21,US123874,3000
AC8690112,2023-09-21,US128185,120
AC8644311,2023-09-21,US134595,900
AC8652017,2023-09-21,US123304,20
AC8690469,2023-09-21,US130939,100
AC8650373,2023-09-21,US063207,5000
AC8673676,2023-09-21,US137865,40
AC8653211,2023-09-21,US039767,270
AC8635106,2023-09-21,US063002,20
AC8670461,2023-09-21,US079445,150
AC8671999,2023-09-21,US125405,100
AC8685836,2023-09-21,US075857,475
AC8685582,2023-09-21,US126295,1250
AC8647630,2023-09-21,US016694,10
AC8671568,2023-09-21,US156695,100
AC8652115,2023-09-21,US154753,20
AC8668298,2023-09-21,US148889,200
AC8661144,2023-09-21,US063207,2500
AC8663050,2023-09-21,US034964,20
AC8688029,2023-09-21,US134494,24500
AC8645342,2023-09-21,US151671,50
AC8677060,2023-09-21,US137865,40
AC8683139,2023-09-21,US041680,20
AC8651020,2023-09-21,US050935,60
AC8644797,2023-09-21,US098587,475
AC8649371,2023-09-21,US009411,20
AC8654486,2023-09-21,US085871,3000
AC8681937,2023-09-21,US034964,40
AC8671482,2023-09-21,US056690,2450
AC8691599,2023-09-21,US130532,20
AC8688819,2023-09-21,US136214,2500
AC8673488,2023-09-21,US154753,20
AC8686209,2023-09-21,US174527,40
AC8685478,2023-09-21,US036649,20
AC8677857,2023-09-21,US035806,60
AC8660968,2023-09-21,US174728,5000
AC8640072,2023-09-21,US075607,60
AC8687034,2023-09-21,US009073,6300
AC8674057,2023-09-21,US036649,20
AC8678278,2023-09-21,US149494,1250
AC8685388,2023-09-21,US098371,4500
AC8650769,2023-09-21,US011278,35
AC8691839,2023-09-21,US100410,50
AC8655981,2023-09-21,US137602,150
AC8671831,2023-09-21,US034964,350
AC8692588,2023-09-21,US136214,3000
AC8673347,2023-09-21,US075857,6
AC8656509,2023-09-21,US123222,100
AC8681063,2023-09-21,US137865,30
AC8688647,2023-09-21,US141355,20
AC8681690,2023-09-21,US063242,100
AC8673738,2023-09-21,US159862,1200
AC8688882,2023-09-21,US124811,40
AC8636449,2023-09-21,US133027,20
AC8656915,2023-09-21,US132410,20
AC8654373,2023-09-21,US151768,3000
AC8663278,2023-09-21,US125680,20
AC8687180,2023-09-21,US117457,500
AC8669695,2023-09-21,US130014,1250
AC8670930,2023-09-21,US153851,60
AC8675896,2023-09-21,US171681,1200
AC8648730,2023-09-21,US137865,20
AC8668855,2023-09-21,US093912,4500
AC8678912,2023-09-21,US119352,2500
AC8661402,2023-09-21,US014726,5000
AC8654760,2023-09-21,US117833,20
AC8661544,2023-09-21,US041371,20
AC8657829,2023-09-21,US068212,40
AC8666463,2023-09-21,US050200,100
AC8675125,2023-09-21,US130939,20
AC8657169,2023-09-21,US110489,1250
AC8676020,2023-09-21,US063473,20
AC8656368,2023-09-21,US119659,20
AC8641676,2023-09-21,US070234,20
AC8683261,2023-09-21,US022940,60
AC8660434,2023-09-21,US125680,20
AC8667864,2023-09-21,US171681,1250
AC8667863,2023-09-21,US119659,20
AC8645983,2023-09-21,US094945,70
AC8640147,2023-09-21,US098199,3000
AC8679957,2023-09-21,US171401,1250
AC8691928,2023-09-21,US005427,3000
AC8637990,2023-09-21,US085138,25
AC8688069,2023-09-21,US085138,20
AC8683924,2023-09-21,US151612,40
AC8651098,2023-09-20,US151612,120
AC8662863,2023-09-20,US125405,140
AC8646429,2023-09-20,US098587,40
AC8650090,2023-09-20,US134593,17000
AC8649371,2023-09-20,US009411,20
AC8670149,2023-09-20,US111228,60
AC8661303,2023-09-20,US137865,100
AC8640917,2023-09-20,US056135,260
AC8654169,2023-09-20,US125998,475
AC8643842,2023-09-20,US151612,27
AC8655981,2023-09-20,US137602,75
AC8656961,2023-09-20,US101477,40
AC8669905,2023-09-20,US058887,9000
AC8693392,2023-09-20,US119696,1300
AC8638445,2023-09-20,US069462,40
AC8653682,2023-09-20,US082170,100
AC8682065,2023-09-20,US068212,300
AC8656463,2023-09-20,US122746,30
AC8651063,2023-09-20,US151873,150
AC8634788,2023-09-20,US174334,20
AC8646814,2023-09-20,US177412,100
AC8688299,2023-09-20,US033875,100
AC8685557,2023-09-20,US171628,1250
AC8644785,2023-09-20,US129724,1250
AC8657649,2023-09-20,US008496,475
AC8680991,2023-09-20,US077003,60
AC8634900,2023-09-20,US078092,20
AC8672315,2023-09-20,US079445,220
AC8636449,2023-09-20,US133027,20
AC8682720,2023-09-20,US174334,40
AC8680283,2023-09-20,US143585,3400
AC8676894,2023-09-20,US080986,900
AC8685478,2023-09-20,US036649,20
AC8641676,2023-09-20,US070234,20
AC8649891,2023-09-20,US123152,20
AC8637327,2023-09-20,US068212,100
AC8688647,2023-09-20,US141355,20
AC8653401,2023-09-20,US149494,1200
AC8685997,2023-09-20,US111211,80
AC8685829,2023-09-20,US125998,20
AC8665695,2023-09-20,US084416,10000
AC8686487,2023-09-20,US130193,1400
AC8653489,2023-09-20,US056542,45
AC8659829,2023-09-20,US098835,20
AC8686660,2023-09-20,US038024,1500
AC8691599,2023-09-20,US130532,20
AC8642850,2023-09-20,US077003,20
AC8639209,2023-09-20,US125998,60
AC8667073,2023-09-20,US134422,60
AC8648525,2023-09-20,US130532,60
AC8644221,2023-09-20,US098371,900
AC8654308,2023-09-20,US062428,1500
AC8655595,2023-09-20,US098371,1200
AC8654279,2023-09-20,US132410,200
AC8673779,2023-09-20,US130056,3000
AC8661126,2023-09-20,US134272,100
AC8692413,2023-09-20,US127649,1200
AC8692103,2023-09-20,US111618,2000
AC8651870,2023-09-20,US110563,10000
AC8660304,2023-09-20,US132410,400
AC8656915,2023-09-20,US132410,20
AC8679308,2023-09-20,US063242,21
AC8688778,2023-09-20,US174560,1800
AC8663278,2023-09-20,US125680,20
AC8668138,2023-09-20,US163666,2000
AC8691416,2023-09-20,US042923,3000
AC8671568,2023-09-20,US156695,20
AC8661565,2023-09-20,US039767,20
AC8681043,2023-09-20,US126804,2500
AC8675125,2023-09-20,US130939,20
AC8643354,2023-09-20,US130532,475
AC8637988,2023-09-20,US130532,40
AC8663390,2023-09-20,US100593,60
AC8637433,2023-09-20,US056690,900
AC8693198,2023-09-20,US098446,8400
AC8646022,2023-09-20,US130412,1250
AC8643447,2023-09-20,US117146,3000
AC8683139,2023-09-20,US041680,22
AC8688179,2023-09-20,US100410,180
AC8665041,2023-09-20,US137363,140
AC8667823,2023-09-20,US109934,60
AC8676032,2023-09-20,US151612,20
AC8668586,2023-09-20,US066558,60
AC8671482,2023-09-20,US056690,2450
AC8676696,2023-09-20,US125998,20
AC8686502,2023-09-20,US098371,1800
AC8687127,2023-09-20,US117537,240
AC8639564,2023-09-20,US134595,1000
AC8665325,2023-09-20,US124811,20
AC8657181,2023-09-20,US076288,5000
AC8654603,2023-09-20,US133027,20
AC8659958,2023-09-20,US130193,2300
AC8680141,2023-09-20,US134150,3000
AC8661932,2023-09-20,US134593,900
AC8664377,2023-09-20,US169899,5000
AC8677891,2023-09-20,US100627,100
AC8688367,2023-09-20,US098587,500
AC8689662,2023-09-20,US174782,1300
AC8690445,2023-09-20,US151612,20
AC8637990,2023-09-20,US085138,20
AC8680480,2023-09-20,US134422,30
AC8670035,2023-09-20,US005938,3000
AC8635614,2023-09-20,US046584,40
AC8689321,2023-09-20,US151873,40
AC8639717,2023-09-20,US117146,1250
AC8691928,2023-09-20,US005427,1500
AC8666717,2023-09-20,US056321,20
AC8639358,2023-09-20,US136684,50
AC8693153,2023-09-20,US137865,50
AC8683750,2023-09-20,US011278,100
AC8644380,2023-09-20,US063983,40
AC8665301,2023-09-20,US101477,25
AC8658015,2023-09-20,US133027,20
AC8680849,2023-09-20,US134422,100
AC8638131,2023-09-20,US151873,40
AC8676403,2023-09-20,US038024,2500
AC8651634,2023-09-20,US078468,2000
AC8653036,2023-09-20,US163064,1250
AC8673488,2023-09-20,US154753,20
AC8666463,2023-09-20,US050200,100
AC8689398,2023-09-20,US018486,40
AC8678130,2023-09-20,US005427,900
AC8692509,2023-09-20,US011278,40
AC8689373,2023-09-20,US133027,3
AC8657905,2023-09-20,US109934,40
AC8667863,2023-09-20,US119659,20
AC8653331,2023-09-20,US161653,4000
AC8683345,2023-09-20,US122746,20
AC8677654,2023-09-20,US123152,20
AC8661544,2023-09-20,US041371,20
AC8666764,2023-09-20,US075607,20
AC8676020,2023-09-20,US063473,20
AC8650224,2023-09-20,US175739,2500
AC8693177,2023-09-20,US123067,100
AC8651620,2023-09-20,US033875,60
AC8647619,2023-09-20,US111979,100
AC8642931,2023-09-20,US022940,50
AC8671897,2023-09-20,US063002,60
AC8688426,2023-09-20,US146195,100
AC8640412,2023-09-20,US000523,60
AC8664473,2023-09-20,US062428,1500
AC8669496,2023-09-20,US163666,3000
AC8689664,2023-09-20,US160403,2000
AC8669889,2023-09-20,US075607,20
AC8678864,2023-09-20,US156750,1300
AC8677296,2023-09-20,US117457,60
AC8650478,2023-09-20,US132871,1250
AC8683848,2023-09-20,US008496,100
AC8655310,2023-09-20,US130532,40
AC8672508,2023-09-20,US101368,5400
AC8645453,2023-09-20,US053815,100
AC8653729,2023-09-20,US058887,900
AC8653747,2023-09-20,US017129,120
AC8676786,2023-09-20,US154991,1250
AC8637543,2023-09-20,US163021,20
AC8659508,2023-09-20,US150398,2000
AC8665914,2023-09-20,US151909,1250
AC8638358,2023-09-20,US121788,40
AC8674702,2023-09-20,US158850,1200
AC8652115,2023-09-20,US154753,20
AC8675938,2023-09-20,US079445,20
AC8677149,2023-09-20,US130532,20
AC8653109,2023-09-20,US098835,20
AC8663970,2023-09-20,US079445,2003
AC8644236,2023-09-20,US009411,40
AC8676582,2023-09-20,US102532,900
AC8657310,2023-09-20,US177412,20
AC8638126,2023-09-20,US008494,40
AC8642535,2023-09-20,US137989,1250
AC8662118,2023-09-20,US125998,40
AC8692464,2023-09-20,US079445,20
AC8686917,2023-09-20,US147727,1500
AC8673676,2023-09-20,US137865,40
AC8648522,2023-09-20,US009073,2450
AC8657464,2023-09-20,US082170,150
AC8651030,2023-09-20,US169964,6300
AC8690241,2023-09-20,US174955,2000
AC8640786,2023-09-20,US160815,2000
AC8692319,2023-09-20,US121448,5400
AC8642270,2023-09-20,US078156,35
AC8661063,2023-09-20,US119562,120
AC8642924,2023-09-20,US049631,40
AC8640941,2023-09-20,US100593,20
AC8670562,2023-09-20,US077003,20
AC8647847,2023-09-20,US078581,20
AC8647712,2023-09-20,US100593,60
AC8641614,2023-09-20,US162091,1250
AC8693531,2023-09-20,US063002,20
AC8681275,2023-09-20,US033875,60
AC8654112,2023-09-20,US153868,1250
AC8650115,2023-09-20,US069987,1250
AC8670106,2023-09-20,US153868,3500
AC8681195,2023-09-20,US100593,60
AC8691358,2023-09-20,US111228,5
AC8689160,2023-09-20,US112077,20
AC8691046,2023-09-20,US056135,50
AC8635106,2023-09-20,US063002,20
AC8669619,2023-09-20,US132801,1250
AC8648307,2023-09-20,US008494,20
AC8673023,2023-09-20,US046584,100
AC8650579,2023-09-20,US148889,22
AC8653322,2023-09-20,US119808,2400
AC8664415,2023-09-20,US117916,3000
AC8634917,2023-09-20,US148889,20
AC8681058,2023-09-20,US037823,9800
AC8681326,2023-09-20,US111979,20
AC8663720,2023-09-20,US100627,40
AC8637980,2023-09-20,US039035,40
AC8692137,2023-09-20,US039767,500
AC8679371,2023-09-20,US155203,700
AC8674755,2023-09-20,US000523,90
AC8658516,2023-09-20,US130412,3750
AC8646974,2023-09-20,US123572,20
AC8654912,2023-09-20,US134595,2700
AC8638353,2023-09-19,US114610,1300
AC8658242,2023-09-19,US098371,2000
AC8671482,2023-09-19,US056690,2450
AC8683434,2023-09-19,US071312,8100
AC8639039,2023-09-19,US163021,100
AC8677646,2023-09-19,US133722,2000
AC8639053,2023-09-19,US155190,14000
AC8640982,2023-09-19,US122790,475
AC8677386,2023-09-19,US056690,1800
AC8666995,2023-09-19,US134595,9800
AC8650293,2023-09-19,US117146,2000
AC8636614,2023-09-19,US063983,175
AC8679225,2023-09-19,US133692,1250
AC8691744,2023-09-19,US128185,200
AC8676523,2023-09-19,US022940,120
AC8684407,2023-09-19,US079445,100
AC8635106,2023-09-19,US063002,20
AC8673347,2023-09-19,US075857,40
AC8638126,2023-09-19,US008494,40
AC8648711,2023-09-19,US174949,1250
AC8642924,2023-09-19,US049631,20
AC8649371,2023-09-19,US009411,20
AC8642807,2023-09-19,US163666,3000
AC8653723,2023-09-19,US174953,1250
AC8644633,2023-09-19,US122746,20
AC8676992,2023-09-19,US054337,100
AC8647918,2023-09-19,US154443,1500
AC8691599,2023-09-19,US130532,20
AC8674755,2023-09-19,US000523,90
AC8690118,2023-09-19,US126431,1250
AC8651266,2023-09-19,US060503,1000
AC8673488,2023-09-19,US154753,20
AC8661510,2023-09-19,US134595,5000
AC8686209,2023-09-19,US174527,30
AC8647847,2023-09-19,US078581,20
AC8649619,2023-09-19,US174334,60
AC8675697,2023-09-19,US163184,3000
AC8644221,2023-09-19,US098371,2400
AC8688882,2023-09-19,US124811,40
AC8665129,2023-09-19,US174527,50
AC8656977,2023-09-19,US133071,900
AC8670035,2023-09-19,US005938,1500
AC8662616,2023-09-19,US022940,50
AC8651870,2023-09-19,US110563,4000
AC8651155,2023-09-19,US037823,9800
AC8688041,2023-09-19,US044812,5000
AC8665800,2023-09-19,US008494,20
AC8687196,2023-09-19,US154921,5000
AC8663287,2023-09-19,US125680,100
AC8642485,2023-09-19,US169964,6300
AC8686736,2023-09-19,US123329,1250
AC8681065,2023-09-19,US138802,40
AC8648984,2023-09-19,US137865,200
AC8688426,2023-09-19,US146195,100
AC8672018,2023-09-19,US008494,30
AC8672483,2023-09-19,US094578,1250
AC8635815,2023-09-19,US132902,900
AC8634917,2023-09-19,US148889,20
AC8636449,2023-09-19,US133027,20
AC8670157,2023-09-19,US119209,7050
AC8637543,2023-09-19,US163021,20
